id. Response ID,T01,T02,T03,T04,T05,T06,T07,T08,T09,T10,T11,T12,T13,T14,T15,E01,E02,E03,E04,E05,E06,E07,E08,E09,E10,E11,E12,E13,E14,E15,S01,S02,S03,S04,S05,S06,S07,S08,S09,S10,S11,S12,S13,S14,S15,V01,V02,V03,V04,V05,V06,V07,V08,V09,V10,V11,V12,V13,V14,V15
11,0.23333333333333328,0.23333333333333328,-0.7666666666666667,1.2333333333333334,1.2333333333333334,0.23333333333333328,0.23333333333333328,-1.7666666666666666,-0.7666666666666667,0.23333333333333328,-0.7666666666666667,0.23333333333333328,-0.7666666666666667,1.2333333333333334,0.23333333333333328,1.2333333333333334,-1.7666666666666666,-1.7666666666666666,0.23333333333333328,-0.7666666666666667,0.23333333333333328,0.23333333333333328,1.2333333333333334,0.23333333333333328,1.2333333333333334,0.23333333333333328,-0.7666666666666667,0.23333333333333328,0.23333333333333328,0.23333333333333328,0.23333333333333328,-0.7666666666666667,-0.7666666666666667,0.23333333333333328,0.23333333333333328,0.23333333333333328,0.23333333333333328,-0.7666666666666667,0.23333333333333328,0.23333333333333328,0.23333333333333328,0.23333333333333328,0.23333333333333328,1.2333333333333334,1.2333333333333334,0.23333333333333328,0.23333333333333328,0.23333333333333328,-0.7666666666666667,-0.7666666666666667,-0.7666666666666667,0.23333333333333328,-0.7666666666666667,1.2333333333333334,-0.7666666666666667,-0.7666666666666667,-0.7666666666666667,0.23333333333333328,0.23333333333333328,-0.7666666666666667
12,0.2833333333333333,0.2833333333333333,1.2833333333333332,0.2833333333333333,-0.7166666666666667,0.2833333333333333,0.2833333333333333,-1.7166666666666668,-0.7166666666666667,-0.7166666666666667,0.2833333333333333,-0.7166666666666667,-0.7166666666666667,0.2833333333333333,-0.7166666666666667,1.2833333333333332,-1.7166666666666668,-0.7166666666666667,0.2833333333333333,0.2833333333333333,0.2833333333333333,1.2833333333333332,0.2833333333333333,0.2833333333333333,0.2833333333333333,0.2833333333333333,0.2833333333333333,-0.7166666666666667,0.2833333333333333,1.2833333333333332,0.2833333333333333,-0.7166666666666667,0.2833333333333333,0.2833333333333333,-0.7166666666666667,0.2833333333333333,0.2833333333333333,-0.7166666666666667,0.2833333333333333,-0.7166666666666667,0.2833333333333333,-0.7166666666666667,-0.7166666666666667,0.2833333333333333,0.2833333333333333,0.2833333333333333,0.2833333333333333,-0.7166666666666667,-0.7166666666666667,0.2833333333333333,0.2833333333333333,0.2833333333333333,0.2833333333333333,0.2833333333333333,-0.7166666666666667,0.2833333333333333,0.2833333333333333,0.2833333333333333,0.2833333333333333,0.2833333333333333
13,-0.25,0.75,-1.25,-2.25,0.75,-0.25,0.75,-0.25,-1.25,-0.25,0.75,-1.25,-1.25,0.75,-0.25,0.75,-3.25,-3.25,0.75,0.75,0.75,0.75,0.75,-0.25,-0.25,0.75,-0.25,-1.25,-0.25,0.75,-0.25,-1.25,-0.25,-0.25,-0.25,-0.25,0.75,0.75,0.75,0.75,0.75,-0.25,0.75,-0.25,-0.25,0.75,0.75,-0.25,0.75,-0.25,-0.25,0.75,0.75,0.75,0.75,0.75,-0.25,0.75,0.75,-0.25
14,-0.9333333333333333,0.06666666666666665,-0.9333333333333333,0.06666666666666665,0.06666666666666665,0.06666666666666665,-0.9333333333333333,0.06666666666666665,-1.9333333333333333,0.06666666666666665,0.06666666666666665,0.06666666666666665,0.06666666666666665,1.0666666666666667,1.0666666666666667,1.0666666666666667,-1.9333333333333333,0.06666666666666665,-1.9333333333333333,0.06666666666666665,0.06666666666666665,0.06666666666666665,0.06666666666666665,0.06666666666666665,0.06666666666666665,0.06666666666666665,-1.9333333333333333,-0.9333333333333333,0.06666666666666665,0.06666666666666665,0.06666666666666665,0.06666666666666665,0.06666666666666665,1.0666666666666667,1.0666666666666667,1.0666666666666667,0.06666666666666665,-0.9333333333333333,0.06666666666666665,0.06666666666666665,0.06666666666666665,0.06666666666666665,0.06666666666666665,0.06666666666666665,0.06666666666666665,1.0666666666666667,0.06666666666666665,0.06666666666666665,0.06666666666666665,0.06666666666666665,0.06666666666666665,0.06666666666666665,0.06666666666666665,0.06666666666666665,0.06666666666666665,0.06666666666666665,0.06666666666666665,1.0666666666666667,1.0666666666666667,0.06666666666666665
16,-1.1,-0.10000000000000009,0.8999999999999999,0.8999999999999999,-3.1,0.8999999999999999,0.8999999999999999,-0.10000000000000009,-1.1,0.8999999999999999,-0.10000000000000009,0.8999999999999999,0.8999999999999999,0.8999999999999999,-0.10000000000000009,0.8999999999999999,-2.1,-3.1,-1.1,-0.10000000000000009,-1.1,-0.10000000000000009,-1.1,0.8999999999999999,0.8999999999999999,0.8999999999999999,-0.10000000000000009,-1.1,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,0.8999999999999999,0.8999999999999999,0.8999999999999999,-0.10000000000000009,-1.1,-0.10000000000000009,0.8999999999999999,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,0.8999999999999999,0.8999999999999999,-1.1,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,0.8999999999999999,0.8999999999999999,-0.10000000000000009,0.8999999999999999,-0.10000000000000009,0.8999999999999999,-1.1,-0.10000000000000009,-1.1,0.8999999999999999,0.8999999999999999,-0.10000000000000009
17,0.01666666666666672,0.01666666666666672,1.0166666666666666,-0.9833333333333333,1.0166666666666666,1.0166666666666666,0.01666666666666672,0.01666666666666672,-1.9833333333333334,1.0166666666666666,1.0166666666666666,0.01666666666666672,1.0166666666666666,1.0166666666666666,0.01666666666666672,-0.9833333333333333,-0.9833333333333333,0.01666666666666672,-2.9833333333333334,-0.9833333333333333,0.01666666666666672,0.01666666666666672,0.01666666666666672,-1.9833333333333334,0.01666666666666672,1.0166666666666666,-1.9833333333333334,-1.9833333333333334,1.0166666666666666,0.01666666666666672,0.01666666666666672,1.0166666666666666,0.01666666666666672,0.01666666666666672,1.0166666666666666,1.0166666666666666,0.01666666666666672,-2.9833333333333334,0.01666666666666672,1.0166666666666666,0.01666666666666672,0.01666666666666672,0.01666666666666672,-0.9833333333333333,0.01666666666666672,0.01666666666666672,1.0166666666666666,-0.9833333333333333,1.0166666666666666,0.01666666666666672,1.0166666666666666,0.01666666666666672,0.01666666666666672,1.0166666666666666,1.0166666666666666,1.0166666666666666,0.01666666666666672,1.0166666666666666,-0.9833333333333333,0.01666666666666672
18,-1.9,-0.9,0.09999999999999998,-0.9,0.09999999999999998,-1.9,0.09999999999999998,-1.9,-1.9,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.09999999999999998,-0.9,0.09999999999999998,0.09999999999999998,-1.9,0.09999999999999998,0.09999999999999998,-0.9,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.09999999999999998,-0.9,0.09999999999999998,0.09999999999999998,0.09999999999999998,1.1,0.09999999999999998,0.09999999999999998,1.1,1.1,1.1,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.09999999999999998,-0.9,1.1,0.09999999999999998,0.09999999999999998,1.1,1.1,1.1,0.09999999999999998,0.09999999999999998,0.09999999999999998,1.1,1.1,0.09999999999999998
19,-0.1499999999999999,-0.1499999999999999,-0.1499999999999999,0.8500000000000001,-0.1499999999999999,0.8500000000000001,-0.1499999999999999,-1.15,-1.15,-2.15,-2.15,-2.15,-1.15,-0.1499999999999999,0.8500000000000001,0.8500000000000001,-2.15,-2.15,-1.15,0.8500000000000001,0.8500000000000001,0.8500000000000001,0.8500000000000001,-1.15,0.8500000000000001,0.8500000000000001,0.8500000000000001,-1.15,0.8500000000000001,0.8500000000000001,-1.15,-2.15,-0.1499999999999999,-0.1499999999999999,-0.1499999999999999,0.8500000000000001,0.8500000000000001,-1.15,0.8500000000000001,0.8500000000000001,0.8500000000000001,-2.15,-0.1499999999999999,-0.1499999999999999,0.8500000000000001,0.8500000000000001,0.8500000000000001,0.8500000000000001,0.8500000000000001,0.8500000000000001,0.8500000000000001,0.8500000000000001,0.8500000000000001,0.8500000000000001,-1.15,0.8500000000000001,-0.1499999999999999,0.8500000000000001,0.8500000000000001,0.8500000000000001
20,-0.33333333333333326,0.6666666666666667,-0.33333333333333326,-0.33333333333333326,-0.33333333333333326,-0.33333333333333326,-0.33333333333333326,-0.33333333333333326,-0.33333333333333326,-0.33333333333333326,-0.33333333333333326,-0.33333333333333326,0.6666666666666667,-1.3333333333333333,-1.3333333333333333,-2.333333333333333,-2.333333333333333,-2.333333333333333,-0.33333333333333326,-2.333333333333333,-0.33333333333333326,0.6666666666666667,-0.33333333333333326,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,-0.33333333333333326,0.6666666666666667,0.6666666666666667,0.6666666666666667,-0.33333333333333326,-0.33333333333333326,-0.33333333333333326,0.6666666666666667,-1.3333333333333333,0.6666666666666667,0.6666666666666667,0.6666666666666667,-0.33333333333333326,0.6666666666666667,-0.33333333333333326,0.6666666666666667,0.6666666666666667,0.6666666666666667,-0.33333333333333326,-0.33333333333333326,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667
21,-0.5833333333333333,-0.5833333333333333,-1.5833333333333333,0.41666666666666674,-1.5833333333333333,-0.5833333333333333,0.41666666666666674,-2.583333333333333,-2.583333333333333,0.41666666666666674,-0.5833333333333333,0.41666666666666674,0.41666666666666674,0.41666666666666674,-2.583333333333333,0.41666666666666674,-0.5833333333333333,-2.583333333333333,0.41666666666666674,0.41666666666666674,0.41666666666666674,0.41666666666666674,0.41666666666666674,0.41666666666666674,0.41666666666666674,0.41666666666666674,-0.5833333333333333,-1.5833333333333333,0.41666666666666674,0.41666666666666674,0.41666666666666674,0.41666666666666674,0.41666666666666674,0.41666666666666674,0.41666666666666674,0.41666666666666674,-0.5833333333333333,0.41666666666666674,0.41666666666666674,0.41666666666666674,0.41666666666666674,0.41666666666666674,0.41666666666666674,0.41666666666666674,0.41666666666666674,0.41666666666666674,0.41666666666666674,0.41666666666666674,0.41666666666666674,0.41666666666666674,0.41666666666666674,0.41666666666666674,0.41666666666666674,0.41666666666666674,0.41666666666666674,0.41666666666666674,0.41666666666666674,0.41666666666666674,0.41666666666666674,0.41666666666666674
